PARCEL_ID	FULLTEXT	TYPE	TOWN	PLAT	BLOCK	LOT	BLM	RANGE	TOWNSHIP	SECTION	PART	DESCRIP	AREA
4150	Nauvoo:Nauvoo:149:4::Commence 5 Rods North of Southeast corner Lot 4; North 6 Rods; West 3 Rods 14 Links; South 6 Rods; East 3 Rods 14 Links; subjected to the highway.	town	Nauvoo	Nauvoo	149	4						Commence 5 Rods North of Southeast corner Lot 4; North 6 Rods; West 3 Rods 14 Links; South 6 Rods; East 3 Rods 14 Links; subjected to the highway.	
4151	Nauvoo:Nauvoo:148:4::Contains 40 feet on Main Street; running West 198 feet; South 40 feet; East 198 feet to Main Street.	town	Nauvoo	Nauvoo	148	4						Contains 40 feet on Main Street; running West 198 feet; South 40 feet; East 198 feet to Main Street.	
4152	Nauvoo:Nauvoo:150 (160):4::Beginning 60 feet from Southwest corner; running 30 feet East in line with Water Street; North 102 feet; West 30 feet; South 102 feet to first mentioned corner.	town	Nauvoo	Nauvoo	150 (160)	4						Beginning 60 feet from Southwest corner; running 30 feet East in line with Water Street; North 102 feet; West 30 feet; South 102 feet to first mentioned corner.	
4153	Nauvoo:Kimball:5:43::Commence Northeast corner Lot 43; South 11 Rods; West 11 Rods; North 11 Rods; East 11 Rods	town	Nauvoo	Kimball	5	43						Commence Northeast corner Lot 43; South 11 Rods; West 11 Rods; North 11 Rods; East 11 Rods	
4154	Nauvoo:Nauvoo:148:4:Northeast corner:40 feet on Main Street; West 198 feet; Also, Part Lot 4, Block 149; Beginning 5 Rods North of Southeast corner; North 6 Rods; West 3 Rods 14 links; South 6 Rods; East 3 Rods 14 Links to beginning. Also Part Lot 4, Block 150; Beginning 60 feet from Southwest corner East 30 feet on Water Street; North 102 feet; West 30 feet; South 102 feet to beginning.	town	Nauvoo	Nauvoo	148	4					Northeast corner	40 feet on Main Street; West 198 feet; Also, Part Lot 4, Block 149; Beginning 5 Rods North of Southeast corner; North 6 Rods; West 3 Rods 14 links; South 6 Rods; East 3 Rods 14 Links to beginning. Also Part Lot 4, Block 150; Beginning 60 feet from Southwest corner East 30 feet on Water Street; North 102 feet; West 30 feet; South 102 feet to beginning.	
4155	Nauvoo:Hibbard:2 (4):3::	town	Nauvoo	Hibbard	2 (4)	3							
4156	Nauvoo:Kimball:3:1 ::Commence about 112 feet 6 inches from corner Wilcox and Ripley streets; East 30 feet; South 91 feet; West 30 feet; North 91 feet to beginning.	town	Nauvoo	Kimball	3	1 						Commence about 112 feet 6 inches from corner Wilcox and Ripley streets; East 30 feet; South 91 feet; West 30 feet; North 91 feet to beginning.	
4157	Nauvoo:Nauvoo:101:1 and 4::	town	Nauvoo	Nauvoo	101	1 and 4							
4158	Nauvoo:Nauvoo:125:2::Commence Southwest corner Lot 2; North 36 feet 9 inches; East 198 feet; South 36 feet 9 inches; West 198 feet to beginning.	town	Nauvoo	Nauvoo	125	2						Commence Southwest corner Lot 2; North 36 feet 9 inches; East 198 feet; South 36 feet 9 inches; West 198 feet to beginning.	
4159	Nauvoo:Nauvoo:139:2::	town	Nauvoo	Nauvoo	139	2							
4160	Nauvoo:Nauvoo:125:2::Beginning 36 feet 9 inches from Southwest corner Lot 2; East 100 feet; North 24 feet; West 100 feet to East line of Main Street; [North] 24 feet to beginning.	town	Nauvoo	Nauvoo	125	2						Beginning 36 feet 9 inches from Southwest corner Lot 2; East 100 feet; North 24 feet; West 100 feet to East line of Main Street; [North] 24 feet to beginning.	
4161	Southeast/4  S36 T7 North R6 West 4th PM: Commence Northwest corner said quarter; running 100 Rods East; 160 Rods South to South line said quarter; West 100 Rods; thence 160 Rods to beginning.	plss					4th PM	6 West	7 North	36	Southeast/4 	Commence Northwest corner said quarter; running 100 Rods East; 160 Rods South to South line said quarter; West 100 Rods; thence 160 Rods to beginning.	100
4162	Southwest/4 Southwest/4 S14 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	14	Southwest/4 Southwest/4		40
4163	South/2 Northeast/4 Southwest/4 S15 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	15	South/2 Northeast/4 Southwest/4		20
4164	Nauvoo:Nauvoo:99:3 and 4::	town	Nauvoo	Nauvoo	99	3 and 4							
4165	Nauvoo:Nauvoo:139:1:South/2 Northwest/4:	town	Nauvoo	Nauvoo	139	1					South/2 Northwest/4		
4166	Nauvoo:Herringshaw and Thompson Second:7:2:North/2:	town	Nauvoo	Herringshaw and Thompson Second	7	2					North/2		
4167	Nauvoo:Nauvoo:138:1::	town	Nauvoo	Nauvoo	138	1							
4168	Nauvoo:Nauvoo:134:::	town	Nauvoo	Nauvoo	134								
4169	Nauvoo:Nauvoo:131:1 ::	town	Nauvoo	Nauvoo	131	1 							
4170	Nauvoo:Nauvoo:131:2 ::	town	Nauvoo	Nauvoo	131	2 							
4171	Nauvoo:Nauvoo:131:3 ::	town	Nauvoo	Nauvoo	131	3 							
4172	Nauvoo:Nauvoo:131:4 ::	town	Nauvoo	Nauvoo	131	4 							
4173	Nauvoo:Nauvoo:132:1 ::	town	Nauvoo	Nauvoo	132	1 							
4174	Nauvoo:Nauvoo:133:::$5.00	town	Nauvoo	Nauvoo	133							$5.00	
4175	Nauvoo:Nauvoo:134:1 and 2 ::	town	Nauvoo	Nauvoo	134	1 and 2 							
4176	Nauvoo:Nauvoo:134:4 ::	town	Nauvoo	Nauvoo	134	4 							
4177	Nauvoo:Nauvoo:132:2 ::	town	Nauvoo	Nauvoo	132	2 							
4178	Southwest ($5.00) S2 T6 North R9 West 4th PM: 	plss					4th PM	9 West	6 North	2	Southwest ($5.00)		
4179	La Harpe:La Harpe:1:3, 4, 5, and 6::	town	La Harpe	La Harpe	1	3, 4, 5, and 6							
4180	Southeast/4 S18 T7 North R6 West 4th PM: 	plss					4th PM	6 West	7 North	18	Southeast/4		
4181	Southwest/4 Northeast/4 S1 T7 North R7 West 4th PM: 	plss					4th PM	7 West	7 North	1	Southwest/4 Northeast/4		
4182	West/2 Southeast/4 S21 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	21	West/2 Southeast/4		
4183	Southeast/4 S31 T7 North R8 West 4th PM: West half of following Lot; commence Northwest corner Southeast/4 Section 31; East 24 Rods; South 80 Rods; West 24 Rods; North 80 Rods to beginning.	plss					4th PM	8 West	7 North	31	Southeast/4	West half of following Lot; commence Northwest corner Southeast/4 Section 31; East 24 Rods; South 80 Rods; West 24 Rods; North 80 Rods to beginning.	6
4184	Southeast/4 S25 T7 North R9 West 4th PM: East half of following Lot; Commence Southeast corner South/2 East/2 Southeast/4 Section 25; West 40 Rods; North 24 Rods; West 40 Rods; North 16 Rods; East 80 Rods; South 40 Rods to beginning.	plss					4th PM	9 West	7 North	25	Southeast/4	East half of following Lot; Commence Southeast corner South/2 East/2 Southeast/4 Section 25; West 40 Rods; North 24 Rods; West 40 Rods; North 16 Rods; East 80 Rods; South 40 Rods to beginning.	7
4185	Southeast/4 S25 T7 North R9 West 4th PM: West half of following Lot; Commence Southeast corner South/2 East/2 of Southeast/4 Section 25; West 40 Rods; North 24 rods; West 40 Rods; North 16 Rods; East 80 Rods; South 40 Rods to beginning.	plss					4th PM	9 West	7 North	25	Southeast/4	West half of following Lot; Commence Southeast corner South/2 East/2 of Southeast/4 Section 25; West 40 Rods; North 24 rods; West 40 Rods; North 16 Rods; East 80 Rods; South 40 Rods to beginning.	7
4186	Southwest/4 S30 T7 North R8 West 4th PM: Beginning West quarter section corner; South with range line 15.285 chains; South 88 degrees 17 feet; East 41.85 chains to East boundary said quarter; North on East boundary 15.84 chains to Northeast corner said quarter; West to beginning (65.44). Also, 20 Acres in Southwest corner 12.50 chains North/South, 16 chains East/West.	plss					4th PM	8 West	7 North	30	Southwest/4	Beginning West quarter section corner; South with range line 15.285 chains; South 88 degrees 17 feet; East 41.85 chains to East boundary said quarter; North on East boundary 15.84 chains to Northeast corner said quarter; West to beginning (65.44). Also, 20 Acres in Southwest corner 12.50 chains North/South, 16 chains East/West.	
4187	East Part North/2  S11 T5 North R7 West 4th PM: 	plss					4th PM	7 West	5 North	11	East Part North/2 		20
4188	Nauvoo:Nauvoo:68:1::	town	Nauvoo	Nauvoo	68	1							
4189	Southeast/4 S31 T7 North R8 West 4th PM: East half of the following Lot; Commence at the Northwest corner of Southeast/4 Section 31; East 24 Rods; South 80 Rods; West 24 Rods; North 80 Rods to beginning.	plss					4th PM	8 West	7 North	31	Southeast/4	East half of the following Lot; Commence at the Northwest corner of Southeast/4 Section 31; East 24 Rods; South 80 Rods; West 24 Rods; North 80 Rods to beginning.	6
4190	Nauvoo:Wells:1:4:East/2 West/2:	town	Nauvoo	Wells	1	4					East/2 West/2		
4191	Nauvoo:Nauvoo:120:4::	town	Nauvoo	Nauvoo	120	4							
4192	Nauvoo:Kimball:6:35::Commence Northwest corner Lot 35; South 8 Rods; East 20 Rods; North 8 Rods; West 20 Rods.	town	Nauvoo	Kimball	6	35						Commence Northwest corner Lot 35; South 8 Rods; East 20 Rods; North 8 Rods; West 20 Rods.	
4193	Northwest/4 S20 T6 North R8 West 4th PM: 	plss					4th PM	8 West	6 North	20	Northwest/4		160
4194	Nauvoo:Kimball:3:12::Commence 14 Rods from Northwest corner; South 30 feet; East to West line Wells Street; North 30 feet; West 3 1/2 Rods to beginning.	town	Nauvoo	Kimball	3	12						Commence 14 Rods from Northwest corner; South 30 feet; East to West line Wells Street; North 30 feet; West 3 1/2 Rods to beginning.	
4195	Southwest Part East/2 Northwest/4  S32 T7 North R7 West 4th PM: Running 40 Rods from Southwest corner East/2 of Northwest/4, Section 32; East and 40 Rods North. 	plss					4th PM	7 West	7 North	32	Southwest Part East/2 Northwest/4 	Running 40 Rods from Southwest corner East/2 of Northwest/4, Section 32; East and 40 Rods North. 	10
4196	Part Southwest S18 T7 North R7 West 4th PM: Beginning Southwest corner of Southwest fractional Quarter Section 18; North 23 Rods 17.5 links; East 67.5 Rods; South 23 Rods 17.5 links to Southeast corner of Southwest/4; West 67.5 Rods to beginning.	plss					4th PM	7 West	7 North	18	Part Southwest	Beginning Southwest corner of Southwest fractional Quarter Section 18; North 23 Rods 17.5 links; East 67.5 Rods; South 23 Rods 17.5 links to Southeast corner of Southwest/4; West 67.5 Rods to beginning.	10
4197	Nauvoo:Hibbard:1:3::	town	Nauvoo	Hibbard	1	3							
4198	West/2 Northwest/4 S1 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	1	West/2 Northwest/4		93
4199	La Harpe:La Harpe:7:6 :undivided 1/3:	town	La Harpe	La Harpe	7	6 					undivided 1/3		
4200	La Harpe:La Harpe:7:6 :undivided 1/2:	town	La Harpe	La Harpe	7	6 					undivided 1/2		
4201	La Harpe:La Harpe:7:6:undivided 1/3 part :	town	La Harpe	La Harpe	7	6					undivided 1/3 part 		
4202	La Harpe:La Harpe:7:6::	town	La Harpe	La Harpe	7	6							
4203	Nauvoo:Hyrum Smith:11:3::	town	Nauvoo	Hyrum Smith	11	3							
4204	Nauvoo:Kimball:5:43::	town	Nauvoo	Kimball	5	43							
4205	Nauvoo:Kimball:5:43 :Part North/2:Beginning Northwest corner Lot 43; South 32 Rods; East 20 Rods; North 17 ½ Rods; West to center of the street; North 14 ½ Rods; West to beginning.	town	Nauvoo	Kimball	5	43 					Part North/2	Beginning Northwest corner Lot 43; South 32 Rods; East 20 Rods; North 17 ½ Rods; West to center of the street; North 14 ½ Rods; West to beginning.	
4206	Nauvoo:Kimball:6:34:North end:	town	Nauvoo	Kimball	6	34					North end		7
4207	Nauvoo:Kimball:6:34:North/2:	town	Nauvoo	Kimball	6	34					North/2		
4208	Northeast/4 S12 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	12	Northeast/4		160
4209	East/2 Southeast/4 S12 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	12	East/2 Southeast/4		80
4210	Northeast/4 S12 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	12	Northeast/4		
4211	Southeast/4 S12 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	12	Southeast/4		
4212	Nauvoo:Warrington:32:4::	town	Nauvoo	Warrington	32	4							
4213	Ramus/Macedonia/Webster:Macedonia:6:3:West/4:	town	Ramus/Macedonia/Webster	Macedonia	6	3					West/4		
4214	East/2 Northeast/4 S19 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	19	East/2 Northeast/4		
4215	Northwest/4 Southeast/4 S18 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	18	Northwest/4 Southeast/4		
4216	South/2 Northwest/4 S18 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	18	South/2 Northwest/4		
4217	Northwest/4 S20 T7 North R5 West 4th PM: Beginning Northeast corner East/2 of Northwest/4 Section 20; South to Southeast corner said tract; East/2 said Northwest/4; West to southwest corner said half quarter; North 80 Rods to land deeded to John W.; East 20 Rods; North 80 Rods to North line said half quarter; East to beginning.	plss					4th PM	5 West	7 North	20	Northwest/4	Beginning Northeast corner East/2 of Northwest/4 Section 20; South to Southeast corner said tract; East/2 said Northwest/4; West to southwest corner said half quarter; North 80 Rods to land deeded to John W.; East 20 Rods; North 80 Rods to North line said half quarter; East to beginning.	70
4218	Southeast/4 S34 T7 North R8 West 4th PM: Commence Southwest corner said quarter; North 80 Rods; East 80 Rods; South 80 Rods; West 80 Rods to beginning.	plss					4th PM	8 West	7 North	34	Southeast/4	Commence Southwest corner said quarter; North 80 Rods; East 80 Rods; South 80 Rods; West 80 Rods to beginning.	40
4219	Nauvoo:Kimball:6:34::Commence 18 Rods South from Northwest corner Lot 34; South 22 Rods to Lumber Street; East 7 Rods to Green Street; North 22 Rods to Water Street; West 7 Rods to beginning.	town	Nauvoo	Kimball	6	34						Commence 18 Rods South from Northwest corner Lot 34; South 22 Rods to Lumber Street; East 7 Rods to Green Street; North 22 Rods to Water Street; West 7 Rods to beginning.	
4220	Southeast/4 Northwest/4 S11 T3 North R9 West 4th PM: 	plss					4th PM	9 West	3 North	11	Southeast/4 Northwest/4		
4221	Nauvoo:Barnett:7:2:South/2:	town	Nauvoo	Barnett	7	2					South/2		
4222	Nauvoo:Kimball:5:42::Beginning Southwest corner said Lot; North 23 Rods; East 7 Rods; South 23 Rods; West 7 Rods to beginning	town	Nauvoo	Kimball	5	42						Beginning Southwest corner said Lot; North 23 Rods; East 7 Rods; South 23 Rods; West 7 Rods to beginning	1
4223	Nauvoo:Kimball:6:41::Beginning Southwest corner Lot 42; South 5 1/2 Rods to center Parley Street; East along center said street about 20 Rods to East line said Lot; North about 6 feet to Northeast corner said Lot 41; the along said North line said Lot to beginning.	town	Nauvoo	Kimball	6	41						Beginning Southwest corner Lot 42; South 5 1/2 Rods to center Parley Street; East along center said street about 20 Rods to East line said Lot; North about 6 feet to Northeast corner said Lot 41; the along said North line said Lot to beginning.	
4224	West end South/2 Northwest/4 S30 T3 North R8 West 4th PM: 	plss					4th PM	8 West	3 North	30	West end South/2 Northwest/4		26
4225	Nauvoo:Wells:9:3::	town	Nauvoo	Wells	9	3							
4226	Southeast/4 S36 T7 North R6 West 4th PM: 	plss					4th PM	6 West	7 North	36	Southeast/4		160
4227	Northeast Southeast S25 T7 North R9 West 4th PM: 	plss					4th PM	9 West	7 North	25	Northeast Southeast		
4228	South/2 East/2 Southeast/4 S25 T7 North R9 West 4th PM: 	plss					4th PM	9 West	7 North	25	South/2 East/2 Southeast/4		40
4229	North/2 West/2 Southeast/4 S31 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	31	North/2 West/2 Southeast/4		80
4230	East/2 North/2 West/2 Southeast/4 S31 T7 North R8 West 4th PM: 	plss					4th PM	8 West	7 North	31	East/2 North/2 West/2 Southeast/4		20
4231	North/2 South/2 East/2 Southeast/4 S25 T7 North R9 West 4th PM: 	plss					4th PM	9 West	7 North	25	North/2 South/2 East/2 Southeast/4		20
4232	Northwest/4 S11 T56 North R29 West 4th PM: Caldwell County, Missouri; beginning Southeast corner of Northwest/4 Section 11; North 40 Rods; West 40 Rods; South 40 Rods; East 40 Rods to beginning.	plss					4th PM	29 West	56 North	11	Northwest/4	Caldwell County, Missouri; beginning Southeast corner of Northwest/4 Section 11; North 40 Rods; West 40 Rods; South 40 Rods; East 40 Rods to beginning.	
4233	Northeast/4 S10 T6 North R8 West 4th PM: Commence 40 Rods East of Southwest corner of Northeast/4 Section 10; East 80 Rods; North 50 Rods; West 80 Rods; South 50 Rods to beginning.	plss					4th PM	8 West	6 North	10	Northeast/4	Commence 40 Rods East of Southwest corner of Northeast/4 Section 10; East 80 Rods; North 50 Rods; West 80 Rods; South 50 Rods to beginning.	25
4234	Southeast/4 S31 T7 North R8 West 4th PM: Commence Northwest corner of the Southeast/4 Section 31; East 24 Rods; South 80 Rods; West 24 Rods; North 80 Rods to beginning.	plss					4th PM	8 West	7 North	31	Southeast/4	Commence Northwest corner of the Southeast/4 Section 31; East 24 Rods; South 80 Rods; West 24 Rods; North 80 Rods to beginning.	12
4235	Southeast/4 S25 T7 North R9 West 4th PM: Commence Southeast corner of the South/2 of the East/2 of the Southeast/4 Section 25; West 40 Rods; North 24 Rods; West 40 Rods; South 16 Rods; East 80 Rods; North 40 Rods to beginning.	plss					4th PM	9 West	7 North	25	Southeast/4	Commence Southeast corner of the South/2 of the East/2 of the Southeast/4 Section 25; West 40 Rods; North 24 Rods; West 40 Rods; South 16 Rods; East 80 Rods; North 40 Rods to beginning.	14
4236	Nauvoo:Kimball:6:25::Commence 5 Rods North of the Southeast corner of Lot 25; running North 5 Rods; West 2 Rods; South 5 Rods; East 2 Rods to beginning (contains 10 square Rods).	town	Nauvoo	Kimball	6	25						Commence 5 Rods North of the Southeast corner of Lot 25; running North 5 Rods; West 2 Rods; South 5 Rods; East 2 Rods to beginning (contains 10 square Rods).	
4237	West/2 Northeast/4 S12 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	12	West/2 Northeast/4		
4238	East/2 Northeast/4 S12 T6 North R5 West 4th PM: 	plss					4th PM	5 West	6 North	12	East/2 Northeast/4		
4239	undivided 1/2 North/2 Northwest/4 Southwest/4 S34 T7 North R5 West 4th PM: Also under ½ of tract; Beginning Northwest corner of Northeast/4 of Southwest/4 Section 34; East 8 Rods till it crosses Creek; up the Creek 4 Rods from center of Creek each way till it includes one Acre; being ½ of 21 Acres.	plss					4th PM	5 West	7 North	34	undivided 1/2 North/2 Northwest/4 Southwest/4	Also under ½ of tract; Beginning Northwest corner of Northeast/4 of Southwest/4 Section 34; East 8 Rods till it crosses Creek; up the Creek 4 Rods from center of Creek each way till it includes one Acre; being ½ of 21 Acres.	
